file_path,sharpness_ave,light_or_dark
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch96.jpg,1,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch97.jpg,1,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch98.jpg,1,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch99.jpg,0,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch100.jpg,1,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch101.jpg,1,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch102.jpg,0,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch103.jpg,0,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch104.jpg,1,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch105.jpg,0,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch106.jpg,0,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch107.jpg,1,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch108.jpg,1,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch109.jpg,1,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch110.jpg,1,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch111.jpg,1,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch112.jpg,1,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch113.jpg,0,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch114.jpg,1,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch115.jpg,0,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch116.jpg,0,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch117.jpg,1,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch118.jpg,1,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch119.jpg,0,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch120.jpg,0,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch121.jpg,1,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch122.jpg,0,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch123.jpg,1,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch124.jpg,1,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch125.jpg,0,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch126.jpg,0,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch127.jpg,1,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch128.jpg,1,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch129.jpg,0,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch130.jpg,1,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch131.jpg,1,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch132.jpg,0,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch133.jpg,0,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch134.jpg,1,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch135.jpg,1,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch136.jpg,1,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch137.jpg,0,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch138.jpg,1,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch139.jpg,1,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch140.jpg,0,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch141.jpg,1,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch142.jpg,1,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch143.jpg,1,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch144.jpg,0,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch145.jpg,0,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch146.jpg,0,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch147.jpg,0,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch148.jpg,1,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch149.jpg,0,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch150.jpg,1,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch151.jpg,1,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch152.jpg,0,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch153.jpg,1,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch154.jpg,0,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch155.jpg,1,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch156.jpg,0,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch157.jpg,0,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch158.jpg,0,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch159.jpg,0,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch160.jpg,1,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch161.jpg,0,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch162.jpg,1,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch163.jpg,1,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch164.jpg,1,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch165.jpg,0,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch166.jpg,0,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch167.jpg,0,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch168.jpg,0,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch169.jpg,1,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch170.jpg,1,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch171.jpg,0,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch172.jpg,1,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch173.jpg,0,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch174.jpg,1,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch175.jpg,0,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch176.jpg,1,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch177.jpg,1,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch178.jpg,1,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch179.jpg,1,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch180.jpg,1,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch181.jpg,0,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch182.jpg,1,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch183.jpg,0,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch184.jpg,1,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch185.jpg,0,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch186.jpg,0,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch187.jpg,1,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch188.jpg,0,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch189.jpg,0,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch190.jpg,0,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch191.jpg,1,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch192.jpg,0,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch193.jpg,0,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch194.jpg,0,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch195.jpg,1,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch196.jpg,1,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch197.jpg,0,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch198.jpg,1,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch199.jpg,1,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch200.jpg,0,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch201.jpg,1,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch202.jpg,0,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch203.jpg,1,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch204.jpg,0,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch205.jpg,0,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch206.jpg,1,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch207.jpg,0,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch208.jpg,1,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch209.jpg,0,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch210.jpg,1,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch211.jpg,1,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch212.jpg,1,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch213.jpg,0,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch214.jpg,0,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch215.jpg,1,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch216.jpg,0,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch217.jpg,1,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch218.jpg,1,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch219.jpg,1,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch220.jpg,0,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch221.jpg,1,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch222.jpg,1,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch223.jpg,0,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch224.jpg,1,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch225.jpg,1,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch226.jpg,1,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch227.jpg,1,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch228.jpg,1,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch229.jpg,1,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch230.jpg,1,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch231.jpg,0,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch232.jpg,1,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch233.jpg,1,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch234.jpg,0,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch235.jpg,1,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch236.jpg,0,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch237.jpg,0,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch238.jpg,0,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch239.jpg,0,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch288.jpg,1,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch289.jpg,0,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch290.jpg,1,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch291.jpg,1,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch292.jpg,1,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch293.jpg,1,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch294.jpg,1,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch295.jpg,1,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch296.jpg,1,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch297.jpg,0,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch298.jpg,0,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch299.jpg,0,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch300.jpg,0,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch301.jpg,1,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch302.jpg,0,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch303.jpg,1,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch304.jpg,1,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch305.jpg,0,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch306.jpg,1,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch307.jpg,1,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch308.jpg,1,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch309.jpg,1,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch310.jpg,1,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch311.jpg,1,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch312.jpg,1,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch313.jpg,1,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch314.jpg,0,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch315.jpg,0,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch316.jpg,1,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch317.jpg,1,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch318.jpg,0,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch319.jpg,1,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch320.jpg,0,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch321.jpg,0,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch322.jpg,0,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch323.jpg,0,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch324.jpg,1,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch325.jpg,1,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch326.jpg,1,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch327.jpg,1,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch328.jpg,0,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch329.jpg,0,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch330.jpg,0,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch331.jpg,0,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch332.jpg,1,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch333.jpg,1,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch334.jpg,1,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch335.jpg,0,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch384.jpg,1,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch385.jpg,0,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch386.jpg,1,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch387.jpg,0,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch388.jpg,1,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch389.jpg,1,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch390.jpg,1,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch391.jpg,0,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch392.jpg,1,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch393.jpg,0,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch394.jpg,0,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch395.jpg,1,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch396.jpg,0,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch397.jpg,1,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch398.jpg,0,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch399.jpg,1,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch400.jpg,0,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch401.jpg,0,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch402.jpg,1,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch403.jpg,0,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch404.jpg,1,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch405.jpg,1,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch406.jpg,0,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch407.jpg,1,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch408.jpg,1,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch409.jpg,0,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch410.jpg,1,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch411.jpg,0,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch412.jpg,0,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch413.jpg,0,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch414.jpg,1,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch415.jpg,1,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch416.jpg,1,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch417.jpg,1,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch418.jpg,1,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch419.jpg,1,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch420.jpg,1,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch421.jpg,1,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch422.jpg,1,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch423.jpg,1,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch424.jpg,1,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch425.jpg,1,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch426.jpg,1,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch427.jpg,0,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch428.jpg,0,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch429.jpg,1,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch430.jpg,0,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch431.jpg,1,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch432.jpg,1,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch433.jpg,1,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch434.jpg,1,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch435.jpg,1,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch436.jpg,1,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch437.jpg,0,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch438.jpg,0,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch439.jpg,1,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch440.jpg,0,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch441.jpg,0,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch442.jpg,1,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch443.jpg,1,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch444.jpg,0,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch445.jpg,0,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch446.jpg,0,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch447.jpg,1,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch448.jpg,1,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch449.jpg,0,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch450.jpg,1,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch451.jpg,1,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch452.jpg,1,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch453.jpg,1,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch454.jpg,1,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch455.jpg,0,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch456.jpg,0,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch457.jpg,0,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch458.jpg,0,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch459.jpg,1,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch460.jpg,0,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch461.jpg,0,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch462.jpg,1,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch463.jpg,1,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch464.jpg,0,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch465.jpg,1,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch466.jpg,0,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch467.jpg,1,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch468.jpg,1,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch469.jpg,0,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch470.jpg,1,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch471.jpg,1,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch472.jpg,0,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch473.jpg,0,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch474.jpg,1,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch475.jpg,0,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch476.jpg,1,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch477.jpg,0,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch478.jpg,1,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch479.jpg,0,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch528.jpg,1,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch529.jpg,1,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch530.jpg,0,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch531.jpg,0,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch532.jpg,1,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch533.jpg,1,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch534.jpg,1,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch535.jpg,1,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch536.jpg,1,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch537.jpg,1,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch538.jpg,1,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch539.jpg,1,0
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch540.jpg,0,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch541.jpg,0,1
/root/graduation_thetis/causal-bert-pytorch/input/allimages/watch542.jpg,0,0
